IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
SSFERP3;POSTE 63kV N0 1 ST-FERJEUX;25056;Besançon;;< 5 MW;zone soutirage;;;;;
SSFEYP4;POSTE 90kV N0 1 STE-FEYRE;23193;Sainte-Feyre;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSFEYP6;POSTE 225kV N0 1 STE-FEYRE;23193;Sainte-Feyre;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSFL8P3;POSTE 63kV N0 1 ST-FLOUR;15187;Saint-Flour;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSFLOP4;POSTE 90kV N0 1 ST-FLORENT;79191;Niort;;< 5 MW;;;;;;
SSFLOP6;POSTE 225kV N0 1 ST-FLORENT;79191;Niort;;< 5 MW;;;;;;
SSFOLP4;POSTE 90kV N0 1 ST-JEAN-DE-FOLLEVILLE;76592;Saint-Jean-de-Folleville;;< 5 MW;;;;;;
SSFOYP3;POSTE 63kV N0 1 STE-FOY(-LA-GRANDE);33324;Pineuilh;;< 5 MW;zone soutirage;;;;;
SSGCOP3;POSTE 63kV N0 1 SAINT-GERAUD-DE-CORPS;24415;Saint-Géraud-de-Corps;;< 5 MW;zone soutirage;;;;;
SSGE6P4;POSTE 90kV N0 1 ST-GEORGES-SUR-LOIRE;49283;Saint-Georges-sur-Loire;;< 5 MW;zone soutirage;;;;;
SSGE7P3;POSTE 63kV N0 1 ST-JULIEN-EN-GENEVOIS;74243;Saint-Julien-en-Genevois;;< 5 MW;zone soutirage;;;;;
SSGEOP3;POSTE 63kV N0 1 ST-GEORGES;11021;Axat;;< 5 MW;;;;;;
SSGILP4;POSTE 90kV N0 1 ST-GILLES;85222;Saint-Gilles-Croix-de-Vie;;< 5 MW;;;;;;
SSGRAP3;POSTE 63kV N0 1 ST-GRAVE;56218;Saint-Gravé;;< 5 MW;;;;;;
SSGUIP3;POSTE 63kV N0 1 ST-GUILLERME;38020;Auris;;< 5 MW;zone soutirage;;;;;
SSGUIP6;POSTE 225kV N0 1 ST-GUILLERME;38020;Auris;;< 5 MW;zone soutirage;;;;;
SSHE8P3;POSTE 63kV N0 1 ST-HERBLAIN;44162;Saint-Herblain;;< 5 MW;zone soutirage;;;;;
SSHENP3;POSTE 63kV N0 1 ST-HENRI;46042;Cahors;;< 5 MW;zone soutirage;;;;;
SSHERP3;POSTE 63kV N0 1 ST-HERBOT;29141;Loqueffret;;< 5 MW;;;;;;
SSHILP3;POSTE 63kV N0 1 ST-HILAIRE;26034;La Baume-d'Hostun;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSHONP3;POSTE 63kV N0 1 ST-HONORE;58246;Saint-Honoré-les-Bains;;< 5 MW;;;;;;
SSHUBP3;POSTE 63kV N0 1 SAINT HUBERT;57683;Uckange;;< 5 MW;zone soutirage;;;;;
SSHUBP6;POSTE 225kV N0 1 SAINT HUBERT;57683;Uckange;;< 5 MW;zone soutirage;;;;;
SSILLP3;POSTE 63kV N0 1 ST-JEAN-D ILLAC;33422;Saint-Jean-d'Illac;;< 5 MW;;;;;;
SSISLP3;POSTE 63kV N0 1 ST-LEON-SUR-L ISLE;24442;Saint-Léon-sur-l'Isle;;< 5 MW;zone soutirage;;;;;
SSJEAP3;POSTE 63kV N0 1 ST-JEAN;02691;Saint-Quentin;;< 5 MW;;;;;;
SSJOSP3;POSTE 63kV N0 1 ST-JOSEPH;44109;Nantes;;< 5 MW;zone soutirage;;;;;
SSJOSP6;POSTE 225kV N0 1 ST-JOSEPH;44109;Nantes;;< 5 MW;zone soutirage;;;;;
SSJULP3;POSTE 63kV N0 1 ST-JULIEN;57616;Saint-Julien-lès-Metz;;< 5 MW;zone soutirage;;;;;
SSJULP6;POSTE 225kV N0 1 ST-JULIEN;57616;Saint-Julien-lès-Metz;;< 5 MW;zone soutirage;;;;;
SSJUNP4;POSTE 90kV N0 1 ST-JUNIEN;87154;Saint-Junien;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSJUSP3;POSTE 63kV N0 1 ST-JUST (-SUR-LOIRE);42279;Saint-Just-Saint-Rambert;;< 5 MW;zone soutirage;;;;;
SSLARP3;POSTE 63kV N0 1 ST-LARY;65388;Saint-Lary-Soulan;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSLEOP3;POSTE 63kV N0 1 ST-POL-DE-LEON;29259;Saint-Pol-de-Léon;;< 5 MW;;;;;;
SSLIVP3;POSTE 63kV N0 1 STE-LIVRADE;47252;Sainte-Livrade-sur-Lot;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSLONP3;POSTE 63kV N0 1 ST-MARTIN-DE-LONDRES;34274;Saint-Martin-de-Londres;;< 5 MW;zone soutirage;;;;;
SSMA7P3;POSTE 63kV N0 1 STE-MAXIME;83115;Sainte-Maxime;;< 5 MW;;;;;;
SSMA8P3;POSTE 63kV N0 1 ST-MAXIMIN;83116;Saint-Maximin-la-Sainte-Baume;;< 5 MW;;;;;;
SSMAIP4;POSTE 90kV N0 1 ST-MAIXENT;79270;Saint-Maixent-l'École;;< 5 MW;;;;;;
SSMALP3;POSTE 63kV N0 1 ST-MALO;35288;Saint-Malo;;< 5 MW;zone soutirage;;;;;
SSMAXP3;POSTE 63kV N0 1 STE-MAXENCE;60509;Pont-Sainte-Maxence;;< 5 MW;zone soutirage;;;;;
SSMAYP3;POSTE 63kV N0 1 ST-MAYME;24459;Saint-Mayme-de-Péreyrol;;< 5 MW;zone soutirage;;;;;
SSMC5P3;POSTE 63kV N0 1 ST-MARCELLIN;38416;Saint-Marcellin;;< 5 MW;zone soutirage;;;;;
SSMCEP4;POSTE 90kV N0 1 ST-MARCEL;36200;Saint-Marcel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSMENP3;POSTE 63kV N0 1 STE-MENEHOULD;51507;Sainte-Menehould;;< 5 MW;;;;;;
SSMEUP3;POSTE 63kV N0 1 ST-MICHEL-SUR-MEURTHE;88428;Saint-Michel-sur-Meurthe;;< 5 MW;;;;;;
SSMIHP3;POSTE 63kV N0 1 ST-MIHIEL;55401;Les Paroches;;< 5 MW;;;;;;
SSMINP3;POSTE 63kV N0 1 STE-MARIE-AUX-MINES;68298;Sainte-Marie-aux-Mines;;< 5 MW;zone soutirage;;;;;
SSMO5P4;POSTE 90kV N0 1 ST-PIERRE-MONTLIMART;49218;Montrevault-sur-Èvre;;< 5 MW;;;;;;
SSMONP4;POSTE 90kV N0 1 ST-JEAN-DE-MONTS;85234;Saint-Jean-de-Monts;;< 5 MW;;;;;;
SSNABP3;POSTE 63kV N0 1 ST-NABORD;88429;Saint-Nabord;;< 5 MW;;;;;;
SSNABP6;POSTE 225kV N0 1 ST-NABORD;88429;Saint-Nabord;;< 5 MW;;;;;;
SSNAZP3;POSTE 63kV N0 1 ST-NAZAIRE;44184;Saint-Nazaire;;< 5 MW;zone soutirage;;;;;
SSNI6P3;POSTE 63kV N0 1 ST-NICOLAS (DU PELEM);22321;Saint-Nicolas-du-Pélem;;< 5 MW;;;;;;
SSNOBP4;POSTE 90kV N0 1 ST-LEONARD-DE-NOBLAT;87161;Saint-Léonard-de-Noblat;;< 5 MW;;;;;;
SSOMEP4;POSTE 90kV N0 1 ST-OMER;62525;Longuenesse;;< 5 MW;;;;;;
SSOREP3;POSTE 63kV N0 1 ST-ORENS;31254;Labège;;< 5 MW;;;;;;
SSOREP6;POSTE 225kV N0 1 ST-ORENS;31254;Labège;;< 5 MW;;;;;;
SSOU5P6;POSTE 225kV N0 1 ST-OUEN (POSTE);93070;Saint-Ouen-sur-Seine;;< 5 MW;zone soutirage;;;;;
SSPAZP3;POSTE 63kV N0 1 STE-PAZANNE;44186;Sainte-Pazanne;;< 5 MW;;;;;;
SSPEYP3;POSTE 63kV N0 1 ST-PEY;33459;Saint-Pey-d'Armens;;< 5 MW;;;;;;
SSPIEP3;POSTE 63kV N0 1 ST-PIERRE;29019;Brest;;< 5 MW;;;;;;
SSPOLP4;POSTE 90kV N0 1 ST-POL;62767;Saint-Pol-sur-Ternoise;;< 5 MW;;;;;;
SSPOUP3;POSTE 63kV N0 1 ST-GENIS-POUILLY;01354;Saint-Genis-Pouilly;;< 5 MW;zone soutirage;;;;;
SSQUEP3;POSTE 63kV N0 1 ST-QUENTIN (-FALLAVIER);38449;Saint-Quentin-Fallavier;;< 5 MW;zone soutirage;;;;;
SSRAPP3;POSTE 63kV N0 1 ST-RAPHAEL;83118;Saint-Raphaël;;< 5 MW;;;;;;
SSRENP3;POSTE 63kV N0 1 ST-RENAN;29260;Saint-Renan;;< 5 MW;;;;;;
SSRIEP4;POSTE 90kV N0 1 ST-HILAIRE-DE-RIEZ;85226;Saint-Hilaire-de-Riez;;< 5 MW;;;;;;
SSROUP6;POSTE 225kV N0 1 ST ETIENNE DU ROUVRAY;76575;Saint-Étienne-du-Rouvray;;< 5 MW;zone soutirage;;;;;
SSROYP3;POSTE 63kV N0 1 ST-THOMAS-EN-ROYANS;26331;Saint-Thomas-en-Royans;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSSA5P3;POSTE 63kV N0 1 ST-SAUVEUR;07295;Saint-Sauveur-de-Montagut;;< 5 MW;zone soutirage;;;;;
SSSA6P3;POSTE 63kV N0 1 SAINT-SAVOURNIN;13101;Saint-Savournin;;< 5 MW;zone soutirage;;;;;
SSSAUP3;POSTE 63kV N0 1 ST-SAUVES;63397;Saint-Sauves-d'Auvergne;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSSE5P3;POSTE 63kV N0 1 ST-SERVAN;35288;Saint-Malo;;< 5 MW;zone soutirage;;;;;
SSSEVP3;POSTE 63kV N0 1 ST-SEVER;40282;Saint-Sever;;< 5 MW;;;;;;
SSSIGP3;POSTE 63kV N0 1 STE-SIGOLENE;43224;Sainte-Sigolène;;< 5 MW;;;;;;
SSSULP3;POSTE 63kV N0 1 ST-SULPICE;31094;Buzet-sur-Tarn;;< 5 MW;;;;;;
SSTINP3;POSTE 63kV N0 1 ST-ETIENNE-DE-TINEE;06120;Saint-Étienne-de-Tinée;;< 5 MW;;;;;;
SSTROP3;POSTE 63kV N0 1 ST-TROPEZ;83042;Cogolin;;< 5 MW;;;;;;
SSTULP3;POSTE 63kV N0 1 STE-TULLE;04197;Sainte-Tulle;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSTULP6;POSTE 225kV N0 1 STE-TULLE;04197;Sainte-Tulle;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSV.EP3;POSTE 63kV N0 1 ST-VULBAS-EST;01390;Saint-Vulbas;;< 5 MW;zone soutirage;;;;;
SSV.EP6;POSTE 225kV N0 1 ST-VULBAS-EST;01390;Saint-Vulbas;;< 5 MW;zone soutirage;;;;;
SSV.OP7;POSTE 400kV N0 1 ST-VULBAS-OUEST;01390;Saint-Vulbas;;< 5 MW;;;;;;
SSVA6P4;POSTE 90kV N0 1 ST-CYR-EN-VAL;45272;Saint-Cyr-en-Val;;< 5 MW;zone soutirage;;;;;
SSVA6P6;POSTE 225kV N0 1 ST-CYR-EN-VAL;45272;Saint-Cyr-en-Val;;< 5 MW;zone soutirage;;;;;
SSVALP3;POSTE 63kV N0 1 ST-VALLIER;26160;Laveyron;;< 5 MW;;;;;;
SSVERP3;POSTE 63kV N0 1 ST-VERAN;84007;Avignon;;< 5 MW;zone soutirage;;;;;
SSVI6P4;POSTE 90kV N0 1 ST-MARTIN-LE-VIEUX;87166;Saint-Martin-le-Vieux;;< 5 MW;;;;;;
SSVICP3;POSTE 63kV N0 1 ST-VICTOR;12251;Saint-Victor-et-Melvieu;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSVICP6;POSTE 225kV N0 1 ST-VICTOR;12251;Saint-Victor-et-Melvieu;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSVIEP3;POSTE 63kV N0 1 ST-PRIVAT-DES-VIEUX;30294;Saint-Privat-des-Vieux;;< 5 MW;zone soutirage;;;;;
SSVINP3;POSTE 63kV N0 1 ST-VINCENT;34032;Béziers;;< 5 MW;zone soutirage;;;;;
SSVINP6;POSTE 225kV N0 1 ST-VINCENT;34032;Béziers;;< 5 MW;zone soutirage;;;;;
SSVITP3;POSTE 63kV N0 1 ST-VIT;25527;Saint-Vit;;< 5 MW;zone soutirage;;;;;
SSVIVP3;POSTE 63kV N0 1 ST-VIVIEN;33490;Saint-Vivien-de-Médoc;;< 5 MW;zone soutirage;;;;;
SSXANP4;POSTE 90kV N0 1 ST-XANDRE;17414;Saint-Xandre;;< 5 MW;zone soutirage;;;;;
SSYORP3;POSTE 63kV N0 1 ST-YORRE;03264;Saint-Yorre;;< 5 MW;;;;;;
STENAP3;POSTE 63kV N0 1 STENAY;55502;Stenay;;< 5 MW;zone soutirage;;;;;
STENAP6;POSTE 225kV N0 1 STENAY;55502;Stenay;;< 5 MW;zone soutirage;;;;;
STRASP3;POSTE 63kV N0 1 STRASBOURG;67482;Strasbourg;;< 5 MW;zone soutirage;;;;;
STRASP6;POSTE 225kV N0 1 STRASBOURG;67482;Strasbourg;;< 5 MW;zone soutirage;;;;;
SUIPPP3;POSTE 63kV N0 1 SUIPPES;51559;Suippes;;< 5 MW;;;;;;
SUIS5P6;POSTE 225kV N0 1 SUISSE;57662;Suisse;;< 5 MW;;;;;;
SUISSP3;POSTE 63kV N0 1 SUISSES (LES);92020;Châtillon;;< 5 MW;zone soutirage;;;;;
SUZE P4;POSTE 90kV N0 1 SUZE (LA);72346;La Suze-sur-Sarthe;;< 5 MW;zone soutirage;;;;;
SYLVAP3;POSTE 63kV N0 1 SYLVABELLE;13055;Marseille;;< 5 MW;;;;;;
SYNTHP3;POSTE 63kV N0 1 SYNTHESE;57606;Saint-Avold;;< 5 MW;;;;;;
T.CH5P3;POSTE 63kV N0 1 TRIE-CHATEAU;60644;Trie-Château;;< 5 MW;zone soutirage;;;;;
T.CHAP4;POSTE 90kV N0 1 TONNAY-CHARENTE;17449;Tonnay-Charente;;< 5 MW;zone soutirage;;;;;
T.DOMP6;POSTE 225kV N0 1 TROIS DOMAINES;55254;Les Trois-Domaines;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
T.INDP3;POSTE 63kV N0 1 TROYES-INDUSTRIE;10081;La Chapelle-Saint-Luc;;< 5 MW;;;;;;
T.LASP3;POSTE 63kV N0 1 TOUR-LASCARIS;06088;Nice;;< 5 MW;zone soutirage;;;;;
T.NO6P6;POSTE 225kV N0 1 TERRES-NOIRES (RFF A VILLEFRANCHE SUR CHER );41280;Villefranche-sur-Cher;;< 5 MW;;;;;;
T.PINP3;POSTE 63kV N0 1 TOUR-DU-PIN (LA);38401;Saint-Jean-de-Soudain;;< 5 MW;;;;;;
T.VICP3;POSTE 63kV N0 1 TRINITE-VICTOR;06054;Drap;;< 5 MW;zone soutirage;;;;;
T.VICP6;POSTE 225kV N0 1 TRINITE-VICTOR;06054;Drap;;< 5 MW;zone soutirage;;;;;
TABARP6;POSTE 225kV N0 1 TABARDERIE;45122;Dampierre-en-Burly;;< 5 MW;;;;;;
TABARP7;POSTE 400kV N0 1 TABARDERIE;45122;Dampierre-en-Burly;;< 5 MW;;;;;;
TACHEP3;POSTE 63kV N0 1 TACHES (LES);01047;Blyes;;< 5 MW;zone soutirage;;;;;
TADENP3;POSTE 63kV N0 1 TADEN;22339;Taden;;< 5 MW;zone soutirage;;;;;
TAILLP3;POSTE 63kV N0 1 TAILLIS;77182;La Ferté-Gaucher;;< 5 MW;zone soutirage;;;;;
TAIN P3;POSTE 63kV N0 1 TAIN (E.D.F. ET S.N.C.F.);26179;Mercurol-Veaunes;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TALAMP3;POSTE 63kV N0 1 TALAMET;19034;Camps-Saint-Mathurin-Léobazel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TALAMP4;POSTE 90kV N0 1 TALAMET;19034;Camps-Saint-Mathurin-Léobazel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TALAMP6;POSTE 225kV N0 1 TALAMET;19034;Camps-Saint-Mathurin-Léobazel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TALENP3;POSTE 63kV N0 1 TALENCE;33522;Talence;;< 5 MW;zone soutirage;;;;;
TALUSP4;POSTE 90kV N0 1 TALUS (LES);35238;Rennes;;< 5 MW;zone soutirage;;;;;
TAMARP6;POSTE 225kV N0 1 TAMAREAU;34163;Montarnaud;;< 5 MW;zone soutirage;;;;;
TAMARP7;POSTE 400kV N0 1 TAMAREAU;34163;Montarnaud;;< 5 MW;;;;;;
TANINP3;POSTE 63kV N0 1 TANINGES;74276;Taninges;;< 5 MW;zone soutirage;;;;;
TANNEP3;POSTE 63kV N0 1 TANNEURS;44109;Nantes;;< 5 MW;zone soutirage;;;;;
TARARP3;POSTE 63kV N0 1 TARARE;69243;Tarare;;< 5 MW;zone soutirage;;;;;
TARASP3;POSTE 63kV N0 1 TARASCON;09306;Tarascon-sur-Ariège;;< 5 MW;;;;;;
TARASP5;POSTE 150kV N0 1 TARASCON;09306;Tarascon-sur-Ariège;;< 5 MW;;;;;;
TARASP6;POSTE 225kV N0 1 TARASCON;09306;Tarascon-sur-Ariège;;< 5 MW;;;;;;
TAULHP3;POSTE 63kV N0 1 TAULHAC;43157;Le Puy-en-Velay;;< 5 MW;zone soutirage;;;;;
TAUPEP3;POSTE 63kV N0 1 TAUPE (LA);43261;Vézézoux;;< 5 MW;zone soutirage;;;;;
TAUTAP3;POSTE 63kV N0 1 TAUTAVEL;66205;Tautavel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Baixas;210 MW
TAUTEP7;POSTE 400kV N0 1 TAUTE;50552;Saint-Sébastien-de-Raids;;< 5 MW;;;;;;
TAVELP6;POSTE 225kV N0 1 TAVEL;30326;Tavel;;< 5 MW;;;;;;
TAVELP7;POSTE 400kV N0 1 TAVEL;30326;Tavel;;< 5 MW;;;;;;
TEICHP3;POSTE 63kV N0 1 TEICH (LE);09032;Ax-les-Thermes;;< 5 MW;;;;;;
TEIL P3;POSTE 63kV N0 1 TEIL (LE);07319;Le Teil;;< 5 MW;;;;;;
TEMPLP3;POSTE 63kV N0 1 TEMPLE (LE);47306;Le Temple-sur-Lot;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TENAYP3;POSTE 63kV N0 1 TENAY;01416;Tenay;;< 5 MW;zone soutirage;;;;;
TENDRP3;POSTE 63kV N0 1 TENDRECOURT;08491;Vrigne aux Bois;;< 5 MW;;;;;;
TERR5P3;POSTE 63kV N0 1 TERRIMBO;66048;Cerbère;;< 5 MW;;;;;;
TERR6P4;POSTE 90kV N0 1 TERRETTE;50006;Amigny;;< 5 MW;zone soutirage;;;;;
TERRAP3;POSTE 63kV N0 1 TERRADOU;84031;Carpentras;;< 5 MW;zone soutirage;;;;;
TERRAP6;POSTE 225kV N0 1 TERRADOU;84031;Carpentras;;< 5 MW;zone soutirage;;;;;
TERRIP3;POSTE 63kV N0 1 TERRIER;60450;Neuilly-en-Thelle;;< 5 MW;zone soutirage;;;;;
TERRIP6;POSTE 225kV N0 1 TERRIER;60450;Neuilly-en-Thelle;;< 5 MW;zone soutirage;;;;;
TERRIP7;POSTE 400kV N0 1 TERRIER;60450;Neuilly-en-Thelle;;< 5 MW;;;;;;
THANNP3;POSTE 63kV N0 1 THANN;68348;Vieux-Thann;;< 5 MW;zone soutirage;;;;;
THEIXP3;POSTE 63kV N0 1 THEIX;56251;Theix-Noyalo;;< 5 MW;zone soutirage;;;;;
THEIXP6;POSTE 225kV N0 1 THEIX;56251;Theix-Noyalo;;< 5 MW;zone soutirage;;;;;
THERAP3;POSTE 63kV N0 1 THERAIN;60057;Beauvais;;< 5 MW;;;;;;
THEZIP3;POSTE 63kV N0 1 THEZIERS;30328;Théziers;;< 5 MW;;;;;;
THIE5P3;POSTE 63kV N0 1 THIERS;63430;Thiers;;< 5 MW;zone soutirage;;;;;
THIERP3;POSTE 63kV N0 1 THIERS (BRUAY-SUR-L'ESCAUT);59544;Saint-Saulve;;< 5 MW;zone soutirage;;;;;
THIERP6;POSTE 225kV N0 1 THIERS (BRUAY-SUR-L'ESCAUT);59544;Saint-Saulve;;< 5 MW;zone soutirage;;;;;
THILLP3;POSTE 63kV N0 1 THILLOT (LE);88468;Le Thillot;;< 5 MW;;;;;;
THIMEP4;POSTE 90kV N0 1 THIMERT;28386;Thimert-Gâtelles;;< 5 MW;;;;;;
THIOTP6;POSTE 225kV N0 1 THIOT;61298;Moulins-sur-Orne;;< 5 MW;zone soutirage;;;;;
THIVIP3;POSTE 63kV N0 1 THIVIERS;24551;Thiviers;;< 5 MW;zone soutirage;;;;;
THONOP3;POSTE 63kV N0 1 THONON;74281;Thonon-les-Bains;;< 5 MW;zone soutirage;;;;;
THORIP4;POSTE 90kV N0 1 THORIGNE;49344;Thorigné-d'Anjou;;< 5 MW;zone soutirage;;;;;
THOU P4;POSTE 90kV N0 1 THOU (LE);17447;Le Thou;;< 5 MW;zone soutirage;;;;;
THOUAP4;POSTE 90kV N0 1 THOUARS;79329;Thouars;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Airvault;55 MW
TIGNIP3;POSTE 63kV N0 1 TIGNIEU;38507;Tignieu-Jameyzieu;;< 5 MW;zone soutirage;;;;;
TILL5P4;POSTE 90kV N0 1 TILLEUL;27238;Ferrières-Haut-Clocher;;< 5 MW;zone soutirage;;;;;
TILLIP6;POSTE 225kV N0 1 TILLIERS;92036;Gennevilliers;;< 5 MW;zone soutirage;;;;;
TINTEP4;POSTE 90kV N0 1 TINTENIAC;35337;Tinténiac;;< 5 MW;zone soutirage;;;;;
TIVERP4;POSTE 90kV N0 1 TIVERNON;45325;Tivernon;;< 5 MW;;;;;;
TIZEEP4;POSTE 90kV N0 1 TIZE;35334;Thorigné-Fouillard;;< 5 MW;zone soutirage;;;;;
TOLLEP4;POSTE 90kV N0 1 TOLLEVAST;50599;Tollevast;;< 5 MW;zone soutirage;;;;;
TOLLEP7;POSTE 400kV N0 1 TOLLEVAST;50599;Tollevast;;< 5 MW;;;;;;
TOLMEP4;POSTE 90kV N0 1 TOLMER;50082;Bricquebec-en-Cotentin;;< 5 MW;zone soutirage;;;;;
TONNEP3;POSTE 63kV N0 1 TONNERRE;89418;Tonnerre;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TONNEP6;POSTE 225kV N0 1 TONNERRE;89418;Tonnerre;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
TOU.CP6;POSTE 225kV N0 1 TOULOUSE-CENTRE;31555;Toulouse;;< 5 MW;;;;;;
TOUQUP4;POSTE 90kV N0 1 TOUQUES;14699;Touques;;< 5 MW;zone soutirage;;;;;
TOUR5P3;POSTE 63kV N0 1 TOURNAN (-EN-BRIE);77470;Tournan-en-Brie;;< 5 MW;zone soutirage;;;;;
TOURBP6;POSTE 225kV N0 1 TOURBE;14057;Bellengreville;;< 5 MW;zone soutirage;;;;;
TOURBP7;POSTE 400kV N0 1 TOURBE;14057;Bellengreville;;< 5 MW;;;;;;
TOURLP4;POSTE 90kV N0 1 TOURLAVILLE;50129;Cherbourg-en-Cotentin;;< 5 MW;zone soutirage;;;;;
TOURSP4;POSTE 90kV N0 1 TOURS;37261;Tours;;< 5 MW;zone soutirage;;;;;
TOURYP4;POSTE 90kV N0 1 TOURY;28391;Toury;;< 5 MW;;;;;;
TOUSSP3;POSTE 63kV N0 1 TOUSSON;77471;Tousson;;< 5 MW;;;;;;
TOUVRP4;POSTE 90kV N0 1 TOUVRE;16385;Touvre;;< 5 MW;;;;;;
TRAISP4;POSTE 90kV N0 1 TRAISNEL;59574;Somain;;< 5 MW;;;;;;
TRANSP3;POSTE 63kV N0 1 TRANS;83141;Trans-en-Provence;;< 5 MW;;;;;;
TRANSP6;POSTE 225kV N0 1 TRANS;83141;Trans-en-Provence;;< 5 MW;;;;;;
TRANSP7;POSTE 400kV N0 1 TRANS;83141;Trans-en-Provence;;< 5 MW;;;;;;
TRAVAP3;POSTE 63kV N0 1 TRAVAILLAN;84134;Travaillan;;< 5 MW;zone soutirage;;;;;
TRAVEP4;POSTE 90kV N0 1 TRAVERSE (LA);87127;La Roche-l'Abeille;;< 5 MW;;;;;;
TREFFP3;POSTE 63kV N0 1 TREFFORT;01426;Val-Revermont;;< 5 MW;;;;;;
TREGUP3;POSTE 63kV N0 1 TREGUEUX;22360;Trégueux;;< 5 MW;;;;;;
TREGUP6;POSTE 225kV N0 1 TREGUEUX;22360;Trégueux;;< 5 MW;;;;;;
TRELAP4;POSTE 90kV N0 1 TRELAZE;49353;Trélazé;;< 5 MW;zone soutirage;;;;;
TRESCP3;POSTE 63kV N0 1 TRESCLEOUX;05172;Trescléoux;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Moyenne-Durance;55 MW
TREVAP3;POSTE 63kV N0 1 TREVAS;43265;Les Villettes;;< 5 MW;zone soutirage;;;;;
TREVAP6;POSTE 225kV N0 1 TREVAS;43265;Les Villettes;;< 5 MW;zone soutirage;;;;;
TRI.PP6;POSTE 225kV N0 1 TRICASTIN-POSTE (LE);26235;Pierrelatte;;< 5 MW;;;;;;
TRI.PP7;POSTE 400kV N0 1 TRICASTIN-POSTE (LE);26235;Pierrelatte;;< 5 MW;;;;;;
TRIEYP3;POSTE 63kV N0 1 TRIEY;21556;Saint-Léger-Triey;;< 5 MW;zone soutirage;;;;;
TRINGP4;POSTE 90kV N0 1 TRINGUE;62261;Cucq;;< 5 MW;;;;;;
TRINQP3;POSTE 63kV N0 1 TRINQUETAILLE;13004;Arles;;< 5 MW;;;;;;
TRIT5P6;POSTE 225kV N0 1 TRITH-ST-LEGER (PORT-ARTHUR LME);59603;Trith-Saint-Léger;;< 5 MW;;;;;;
TRITHP6;POSTE 225kV N0 1 TRITH-ST-LEGER (L.M.E.);59603;Trith-Saint-Léger;;< 5 MW;;;;;;
TRO.EP3;POSTE 63kV N0 1 TROYES-EST;10387;Troyes;;< 5 MW;;;;;;
TROUIP3;POSTE 63kV N0 1 TROUILLAS;66217;Trouillas;;< 5 MW;;;;;;
TUCQUP3;POSTE 63kV N0 1 TUCQUEGNIEUX;54536;Tucquegnieux;;< 5 MW;;;;;;
TUILIP3;POSTE 63kV N0 1 TUILIERES;24382;Saint-Capraise-de-Lalinde;;< 5 MW;zone soutirage;;;;;
TUILIP6;POSTE 225kV N0 1 TUILIERES;24382;Saint-Capraise-de-Lalinde;;< 5 MW;zone soutirage;;;;;
TUQUEP4;POSTE 90kV N0 1 TUQUET (LE);87203;Vicq-sur-Breuilh;;< 5 MW;;;;;;
UNET P3;POSTE 63kV N0 1 UNET;47310;Tonneins;;< 5 MW;zone soutirage;;;;;
UNIONP3;POSTE 63kV N0 1 UNION;31561;L'Union;;< 5 MW;zone soutirage;;;;;
URRUGP3;POSTE 63kV N0 1 URRUGNE;64545;Urrugne;;< 5 MW;zone soutirage;;;;;
USSELP4;POSTE 90kV N0 1 USSEL;19275;Ussel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
USSONP3;POSTE 63kV N0 1 USSON;09252;Rouze;;< 5 MW;;;;;;
