IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
BASSEP3;POSTE 63kV N0 1 BASSENS;33032;Bassens;;< 5 MW;zone soutirage;;;;;
BAST5P3;POSTE 63kV N0 1 BASTIDONNE (LA);13005;Aubagne;;< 5 MW;zone soutirage;;;;;
BASTIP3;POSTE 63kV N0 1 BASTILLAC;65440;Tarbes;;< 5 MW;zone soutirage;;;;;
BASTIP5;POSTE 150kV N0 1 BASTILLAC;65440;Tarbes;;< 5 MW;zone soutirage;;;;;
BASTIP6;POSTE 225kV N0 1 BASTILLAC;65440;Tarbes;;< 5 MW;zone soutirage;;;;;
BATAVP4;POSTE 90kV N0 1 BATAVIA;62040;Arques;;< 5 MW;;;;;;
BATILP3;POSTE 63kV N0 1 BATILLY;54051;Batilly;;< 5 MW;;;;;;
BATZEP6;POSTE 225kV N0 1 BATZENDORF;67023;Batzendorf;;< 5 MW;zone soutirage;;;;;
BAUD P3;POSTE 63kV N0 1 BAUD;56010;Baud;;< 5 MW;zone soutirage;;;;;
BAUGEP4;POSTE 90kV N0 1 BAUGE;49018;Baugé-en-Anjou;;< 5 MW;zone soutirage;;;;;
BAULEP3;POSTE 63kV N0 1 BAULE (LA)(LA BAULE-ESCOUBLAC);44055;La Baule-Escoublac;;< 5 MW;zone soutirage;;;;;
BAYARP3;POSTE 63kV N0 1 BAYARD;52265;Bayard-sur-Marne;;< 5 MW;;;;;;
BAYETP3;POSTE 63kV N0 1 BAYET;03018;Bayet;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BAYETP6;POSTE 225kV N0 1 BAYET;03018;Bayet;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BAYETP7;POSTE 400kV N0 1 BAYET;03018;Bayet;;< 5 MW;;;;;;
BAYEUP4;POSTE 90kV N0 1 BAYEUX;14436;Monceaux-en-Bessin;;< 5 MW;;;;;;
BAYONP3;POSTE 63kV N0 1 BAYON;54054;Bayon;;< 5 MW;;;;;;
BAZANP3;POSTE 63kV N0 1 BAZANCOURT;51074;Boult-sur-Suippe;;< 5 MW;;;;;;
BAZASP3;POSTE 63kV N0 1 BAZAS;33036;Bazas;;< 5 MW;zone soutirage;;;;;
BAZEIP3;POSTE 63kV N0 1 BAZEILLES;08053;Bazeilles;;< 5 MW;;;;;;
BEC  P3;POSTE 63kV N0 1 BEC (LE);42044;Le Chambon-Feugerolles;;< 5 MW;zone soutirage;;;;;
BECHEP4;POSTE 90kV N0 1 BECHE;19148;Neuvic;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BECQUP4;POSTE 90kV N0 1 BECQUE;59152;Comines;;< 5 MW;zone soutirage;;;;;
BEDARP3;POSTE 63kV N0 1 BEDARIEUX;34028;Bédarieux;;< 5 MW;;;;;;
BEDOUP3;POSTE 63kV N0 1 BEDOULE (LA);13085;Roquefort-la-Bédoule;;< 5 MW;zone soutirage;;;;;
BEGLEP3;POSTE 63kV N0 1 BEGLES;33039;Bègles;;< 5 MW;zone soutirage;;;;;
BELEMP3;POSTE 63kV N0 1 BELEM;09253;Sabarat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BELIEP3;POSTE 63kV N0 1 BELIET;33042;Belin-Béliet;;< 5 MW;;;;;;
BELLAP4;POSTE 90kV N0 1 BELLAC;87011;Bellac;;< 5 MW;;;;;;
BELLEP3;POSTE 63kV N0 1 BELLEY;01034;Belley;;< 5 MW;;;;;;
BELLIP3;POSTE 63kV N0 1 BELLIGNAT;01031;Bellignat;;< 5 MW;;;;;;
BELLOP6;POSTE 225kV N0 1 BELLOY-EN-FRANCE;95056;Belloy-en-France;;< 5 MW;zone soutirage;;;;;
BELNEP4;POSTE 90kV N0 1 BELNEUF;45284;Saint-Jean-de-Braye;;< 5 MW;zone soutirage;;;;;
BENAUP3;POSTE 63kV N0 1 BENAUGE;33063;Bordeaux;;< 5 MW;zone soutirage;;;;;
BENE5P4;POSTE 90kV N0 1 BENETIERE;49099;Cholet;;< 5 MW;zone soutirage;;;;;
BENETP4;POSTE 90kV N0 1 BENET;85020;Benet;;< 5 MW;;;;;;
BENODP3;POSTE 63kV N0 1 BENODET;29006;Bénodet;;< 5 MW;zone soutirage;;;;;
BEON P3;POSTE 63kV N0 1 BEON;21577;Saint-Usage;;< 5 MW;zone soutirage;;;;;
BERATP3;POSTE 63kV N0 1 BERAT;31065;Bérat;;< 5 MW;zone soutirage;;;;;
BERG5P3;POSTE 63kV N0 1 BERGERAC (DISTRIBUTEUR);24037;Bergerac;;< 5 MW;;;;;;
BERG9P3;POSTE 63kV N0 1 BERGE;40031;Bégaar;;< 5 MW;zone soutirage;;;;;
BERG9P6;POSTE 225kV N0 1 BERGE;40031;Bégaar;;< 5 MW;zone soutirage;;;;;
BERGHP3;POSTE 63kV N0 1 BERGHOLZ;57324;Hilbesheim;;< 5 MW;zone soutirage;;;;;
BERGHP6;POSTE 225kV N0 1 BERGHOLZ;57324;Hilbesheim;;< 5 MW;zone soutirage;;;;;
BERREP3;POSTE 63kV N0 1 BERRE;13081;Rognac;;< 5 MW;;;;;;
BERT5P6;POSTE 225kV N0 1 BERTHOLLET;94003;Arcueil;;< 5 MW;zone soutirage;;;;;
BERTHP3;POSTE 63kV N0 1 BERTHOLENE;12026;Bertholène;;< 5 MW;;;;;;
BERTRP3;POSTE 63kV N0 1 BERTRIC;24038;Bertric-Burée;;< 5 MW;zone soutirage;;;;;
BESS5P3;POSTE 63kV N0 1 BESSEY;42018;Bessey;;< 5 MW;zone soutirage;;;;;
BESSEP3;POSTE 63kV N0 1 BESSEGES;30037;Bessèges;;< 5 MW;zone soutirage;;;;;
BETHOP3;POSTE 63kV N0 1 BETHONCOURT;25057;Bethoncourt;;< 5 MW;;;;;;
BETTIP3;POSTE 63kV N0 1 BETTING;57073;Betting;;< 5 MW;zone soutirage;;;;;
BEUVRP4;POSTE 90kV N0 1 BEUVRY (LABOURSE);62480;Labourse;;< 5 MW;zone soutirage;;;;;
BEUVRP6;POSTE 225kV N0 1 BEUVRY (LABOURSE);62480;Labourse;;< 5 MW;zone soutirage;;;;;
BEVANP6;POSTE 225kV N0 1 BEVANGE;57582;Richemont;;< 5 MW;;;;;;
BEZ.EP6;POSTE 225kV N0 1 BEZIERS-EST;34032;Béziers;;< 5 MW;;;;;;
BEZAUP3;POSTE 63kV N0 1 BEZAUMONT;54072;Bezaumont;;< 5 MW;;;;;;
BEZAUP6;POSTE 225kV N0 1 BEZAUMONT;54072;Bezaumont;;< 5 MW;;;;;;
BEZAUP7;POSTE 400kV N0 1 BEZAUMONT;54072;Bezaumont;;< 5 MW;;;;;;
BEZONP3;POSTE 63kV N0 1 BEZON;56165;Ploërmel;;< 5 MW;;;;;;
BEZONP6;POSTE 225kV N0 1 BEZON;56165;Ploërmel;;< 5 MW;;;;;;
BIANCP6;POSTE 225kV N0 1 BIANCON;83133;Tanneron;;< 5 MW;zone soutirage;;;;;
BIANCP7;POSTE 400kV N0 1 BIANCON;83133;Tanneron;;< 5 MW;;;;;;
BIBERP3;POSTE 63kV N0 1 BIBERKIRCH;57680;Troisfontaines;;< 5 MW;;;;;;
BIGNAP3;POSTE 63kV N0 1 BIGNAN;56017;Bignan;;< 5 MW;;;;;;
BILLAP3;POSTE 63kV N0 1 BILLANCOURT;92012;Boulogne-Billancourt;;< 5 MW;zone soutirage;;;;;
BIOGEP3;POSTE 63kV N0 1 BIOGE;74308;Vinzier;;< 5 MW;zone soutirage;;;;;
BIRONP4;POSTE 90kV N0 1 BIRON;91200;Dourdan;;< 5 MW;zone soutirage;;;;;
BISSOP3;POSTE 63kV N0 1 BISSORTE;73194;Orelle;;< 5 MW;;;;;;
BISSYP3;POSTE 63kV N0 1 BISSY;73065;Chambéry;;< 5 MW;zone soutirage;;;;;
BISSYP6;POSTE 225kV N0 1 BISSY;73065;Chambéry;;< 5 MW;zone soutirage;;;;;
BIZANP3;POSTE 63kV N0 1 BIZANOS;64445;Pau;;< 5 MW;zone soutirage;;;;;
BIZETP4;POSTE 90kV N0 1 BIZETTE;45234;Orléans;;< 5 MW;zone soutirage;;;;;
BLAINP3;POSTE 63kV N0 1 BLAIN;44015;Blain;;< 5 MW;zone soutirage;;;;;
BLANCP4;POSTE 90kV N0 1 BLANCHARDIERE;49099;Cholet;;< 5 MW;zone soutirage;;;;;
BLANZP3;POSTE 63kV N0 1 BLANZY;71040;Blanzy;;< 5 MW;zone soutirage;;;;;
BLARIP4;POSTE 90kV N0 1 BLARINGHEM;59084;Blaringhem;;< 5 MW;;;;;;
BLAVOP3;POSTE 63kV N0 1 BLAVOZY;43190;Saint-Germain-Laprade;;< 5 MW;zone soutirage;;;;;
BLEREP4;POSTE 90kV N0 1 BLERE;37027;Bléré;;< 5 MW;zone soutirage;;;;;
BLEVIP4;POSTE 90kV N0 1 BLEVILLE;76351;Le Havre;;< 5 MW;;;;;;
BLO.NP4;POSTE 90kV N0 1 BLOIS-NORD;41018;Blois;;< 5 MW;zone soutirage;;;;;
BLOCAP4;POSTE 90kV N0 1 BLOCAUX;80375;Gauville;;< 5 MW;;;;;;
BLOCAP6;POSTE 225kV N0 1 BLOCAUX;80375;Gauville;;< 5 MW;;;;;;
BLOTTP3;POSTE 63kV N0 1 BLOTTEREAU;44109;Nantes;;< 5 MW;zone soutirage;;;;;
BOCAGP4;POSTE 90kV N0 1 BOCAGE;14752;Villers-Bocage;;< 5 MW;;;;;;
BOCCAP3;POSTE 63kV N0 1 BOCCA (LA);06029;Cannes;;< 5 MW;zone soutirage;;;;;
BOCCAP6;POSTE 225kV N0 1 BOCCA (LA);06029;Cannes;;< 5 MW;zone soutirage;;;;;
BOCTOP7;POSTE 400kV N0 1 BOCTOIS;10268;Nogent-sur-Seine;;< 5 MW;;;;;;
BOGNYP3;POSTE 63kV N0 1 BOGNY;08081;Bogny-sur-Meuse;;< 5 MW;zone soutirage;;;;;
BOHAIP3;POSTE 63kV N0 1 BOHAIN;02095;Bohain-en-Vermandois;;< 5 MW;;;;;;
BOIS5P4;POSTE 90kV N0 1 BOISSEUIL;17359;Saint-Mard;;< 5 MW;;;;;;
BOISSP3;POSTE 63kV N0 1 BOISSE (LA);01049;La Boisse;;< 5 MW;zone soutirage;;;;;
BOISSP6;POSTE 225kV N0 1 BOISSE (LA);01049;La Boisse;;< 5 MW;zone soutirage;;;;;
BOISSP7;POSTE 400kV N0 1 BOISSE (LA);01049;La Boisse;;< 5 MW;;;;;;
BOLL5P3;POSTE 63kV N0 1 BOLLENE;84019;Bollène;;< 5 MW;zone soutirage;;;;;
BOLL5P6;POSTE 225kV N0 1 BOLLENE;84019;Bollène;;< 5 MW;zone soutirage;;;;;
BONN6P4;POSTE 90kV N0 1 BONNEAU;86194;Poitiers;;< 5 MW;zone soutirage;;;;;
BONN6P6;POSTE 225kV N0 1 BONNEAU;86194;Poitiers;;< 5 MW;zone soutirage;;;;;
BONN7P4;POSTE 90kV N0 1 BONNEVAL;28051;Bonneval;;< 5 MW;;;;;;
BONN8P3;POSTE 63kV N0 1 BONNEVILLE;74042;Bonneville;;< 5 MW;zone soutirage;;;;;
BONNIP4;POSTE 90kV N0 1 BONNIERES;78089;Bonnières-sur-Seine;;< 5 MW;zone soutirage;;;;;
BONNIP6;POSTE 225kV N0 1 BONNIERES;78089;Bonnières-sur-Seine;;< 5 MW;zone soutirage;;;;;
BOOS P4;POSTE 90kV N0 1 BOOS;76116;Boos;;< 5 MW;zone soutirage;;;;;
BOR.CP6;POSTE 225kV N0 1 BORDEAUX-CENTRE;33063;Bordeaux;;< 5 MW;zone soutirage;;;;;
BORD5P3;POSTE 63kV N0 1 BORDES;09062;Bordes-Uchentein;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BORDEP3;POSTE 63kV N0 1 BORDERES;65031;Arreau;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BORDIP3;POSTE 63kV N0 1 BORDIERES;31381;Montgiscard;;< 5 MW;zone soutirage;;;;;
BORLYP3;POSTE 63kV N0 1 BORLY;74094;Cranves-Sales;;< 5 MW;;;;;;
BOSCHP6;POSTE 225kV N0 1 BOSCHERVILLE;27105;Grand Bourgtheroulde;;< 5 MW;zone soutirage;;;;;
BOUBLP3;POSTE 63kV N0 1 BOUBLE (LA);63338;Saint-Éloy-les-Mines;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BOUCEP4;POSTE 90kV N0 1 BOUCEY;50410;Pontorson;;< 5 MW;zone soutirage;;;;;
BOUDEP3;POSTE 63kV N0 1 BOUDEYRE;07122;Lachapelle-sous-Aubenas;;< 5 MW;;;;;;
BOUDEP6;POSTE 225kV N0 1 BOUDEYRE;07122;Lachapelle-sous-Aubenas;;< 5 MW;;;;;;
BOUE P3;POSTE 63kV N0 1 BOUE;02103;Boué;;< 5 MW;;;;;;
BOUFFP4;POSTE 90kV N0 1 BOUFFERE;85146;Montaigu-Vendée;;< 5 MW;zone soutirage;;;;;
BOULAP3;POSTE 63kV N0 1 BOULAY;57097;Boulay-Moselle;;< 5 MW;;;;;;
BOULBP3;POSTE 63kV N0 1 BOULBONNE;31145;Cintegabelle;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BOULEP6;POSTE 225kV N0 1 BOULE (LA);92050;Nanterre;;< 5 MW;zone soutirage;;;;;
BOULIP3;POSTE 63kV N0 1 BOULIEU;07010;Annonay;;< 5 MW;zone soutirage;;;;;
BOUS5P3;POSTE 63kV N0 1 BOUSSAC;23032;Boussac-Bourg;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BOUTRP6;POSTE 225kV N0 1 BOUTRE;83150;Vinon-sur-Verdon;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BOUTRP7;POSTE 400kV N0 1 BOUTRE;83150;Vinon-sur-Verdon;;< 5 MW;;;;;;
BOUZOP3;POSTE 63kV N0 1 BOUZONVILLE;57106;Bouzonville;;< 5 MW;zone soutirage;;;;;
BOZELP3;POSTE 63kV N0 1 BOZEL;73055;Bozel;;< 5 MW;zone soutirage;;;;;
BRABOP3;POSTE 63kV N0 1 BRABOIS;54123;Chavigny;;< 5 MW;zone soutirage;;;;;
BRADAP4;POSTE 90kV N0 1 BRADASCOU (LE);19276;Uzerche;;< 5 MW;;;;;;
BRAINP3;POSTE 63kV N0 1 BRAINS;44024;Brains;;< 5 MW;;;;;;
BRANTP3;POSTE 63kV N0 1 BRANTOME;24064;Brantôme en Périgord;;< 5 MW;zone soutirage;;;;;
BRAUDP7;POSTE 400kV N0 1 BRAUD;33073;Braud-et-Saint-Louis;;< 5 MW;;;;;;
BRE.RP3;POSTE 63kV N0 1 BREST RADE;29019;Brest;;< 5 MW;;;;;;
BREILP3;POSTE 63kV N0 1 BREIL-SUR-ROYA;06023;Breil-sur-Roya;;< 5 MW;;;;;;
BREN5P3;POSTE 63kV N0 1 BRENS;81038;Brens;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BREN5P6;POSTE 225kV N0 1 BRENS;81038;Brens;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BRENNP3;POSTE 63kV N0 1 BRENNILIS;29018;Brennilis;;< 5 MW;;;;;;
BRENNP6;POSTE 225kV N0 1 BRENNILIS;29018;Brennilis;;< 5 MW;;;;;;
BRESSP4;POSTE 90kV N0 1 BRESSUIRE;79049;Bressuire;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Airvault;55 MW
BRET5P3;POSTE 63kV N0 1 BRETEUIL;60104;Breteuil;;< 5 MW;;;;;;
BRETAP3;POSTE 63kV N0 1 BRETAGNE;32064;Bretagne-d'Armagnac;;< 5 MW;;;;;;
BREUIP6;POSTE 225kV N0 1 BREUIL (LE);19264;Soursac;;< 5 MW;;;;;;
BREUIP7;POSTE 400kV N0 1 BREUIL (LE);19264;Soursac;;< 5 MW;;;;;;
BREVIP3;POSTE 63kV N0 1 BREVIERES (LES);73296;Tignes;;< 5 MW;;;;;;
BREVIP6;POSTE 225kV N0 1 BREVIERES (LES);73296;Tignes;;< 5 MW;;;;;;
BRIANP3;POSTE 63kV N0 1 BRIANCON;05183;Villar-Saint-Pancrace;;< 5 MW;;;;;;
BRIARP4;POSTE 90kV N0 1 BRIARE;45053;Briare;;< 5 MW;;;;;;
BRICHP3;POSTE 63kV N0 1 BRICHE (LA);93066;Saint-Denis;;< 5 MW;zone soutirage;;;;;
BRIENP3;POSTE 63kV N0 1 BRIENNE;10345;Saint-Léger-sous-Brienne;;< 5 MW;;;;;;
BRILLP3;POSTE 63kV N0 1 BRILLANNE (LA);04242;Villeneuve;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BRIOUP3;POSTE 63kV N0 1 BRIOUDE;43040;Brioude;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BRIS P4;POSTE 90kV N0 1 BRIS;17313;Saint-Bris-des-Bois;;< 5 MW;;;;;;
BRIVEP3;POSTE 63kV N0 1 BRIVET;44103;Montoir-de-Bretagne;;< 5 MW;zone soutirage;;;;;
BROTTP3;POSTE 63kV N0 1 BROTTEAUX;69123;Lyon;;< 5 MW;zone soutirage;;;;;
BROU P3;POSTE 63kV N0 1 BROU (BOURG-EN-BRESSE);01053;Bourg-en-Bresse;;< 5 MW;zone soutirage;;;;;
BROU5P4;POSTE 90kV N0 1 BROU;28061;Brou;;< 5 MW;;;;;;
BROUSP3;POSTE 63kV N0 1 BROUSSEVAL;52079;Brousseval;;< 5 MW;;;;;;
BROUZP3;POSTE 63kV N0 1 BROUZEN;30007;Alès;;< 5 MW;zone soutirage;;;;;
BRUCHP3;POSTE 63kV N0 1 BRUCH;47041;Bruch;;< 5 MW;;;;;;
BRUGEP3;POSTE 63kV N0 1 BRUGES;33162;Eysines;;< 5 MW;zone soutirage;;;;;
BRUGEP6;POSTE 225kV N0 1 BRUGES;33162;Eysines;;< 5 MW;zone soutirage;;;;;
BRUNEP3;POSTE 63kV N0 1 BRUNET;83137;Toulon;;< 5 MW;zone soutirage;;;;;
BRUZ P4;POSTE 90kV N0 1 BRUZ;35047;Bruz;;< 5 MW;zone soutirage;;;;;
BUGELP4;POSTE 90kV N0 1 BUGELLERIE;86194;Poitiers;;< 5 MW;zone soutirage;;;;;
BUIREP3;POSTE 63kV N0 1 BUIRE;02544;Neuve-Maison;;< 5 MW;;;;;;
BUIREP6;POSTE 225kV N0 1 BUIRE;02544;Neuve-Maison;;< 5 MW;;;;;;
BUIS P4;POSTE 90kV N0 1 BUIS (LES);18207;Saint-Florent-sur-Cher;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
BUQUEP4;POSTE 90kV N0 1 BUQUET;76334;Gueures;;< 5 MW;;;;;;
BURCIP3;POSTE 63kV N0 1 BURCIN;38065;Châbons;;< 5 MW;zone soutirage;;;;;
BUSSIP3;POSTE 63kV N0 1 BUSSIERES;42029;Bussières;;< 5 MW;zone soutirage;;;;;
BUSSUP6;POSTE 225kV N0 1 BUSSUREL;70285;Héricourt;;< 5 MW;zone soutirage;;;;;
BUTTAP4;POSTE 90kV N0 1 BUTTAVENT;53219;Saint-Georges-Buttavent;;< 5 MW;;;;;;
BUTTEP4;POSTE 90kV N0 1 BUTTE;35072;Châtillon-en-Vendelais;;< 5 MW;zone soutirage;;;;;
BUZANP4;POSTE 90kV N0 1 BUZANCAIS;36031;Buzançais;;< 5 MW;;;;;;
BVIL5P3;POSTE 63kV N0 1 BELLEVILLE (LE PLESSIS-BELLEVILLE);60500;Le Plessis-Belleville;;< 5 MW;;;;;;
BVUE P3;POSTE 63kV N0 1 BELLEVUE;43026;Bellevue-la-Montagne;;< 5 MW;zone soutirage;;;;;
BXBREP4;POSTE 90kV N0 1 BEAUBREUIL;87085;Limoges;;< 5 MW;;;;;;
BXCH5P4;POSTE 90kV N0 1 BEAUCHAMPS;80063;Beauchamps;;< 5 MW;;;;;;
BXCH5P6;POSTE 225kV N0 1 BEAUCHAMPS;80063;Beauchamps;;< 5 MW;;;;;;
BXCO5P4;POSTE 90kV N0 1 BEAUCOURSIERE (LA);17093;Le Château-d'Oléron;;< 5 MW;zone soutirage;;;;;
BXCOUP4;POSTE 90kV N0 1 BEAUCOUZE;49020;Beaucouzé;;< 5 MW;zone soutirage;;;;;
BXCOUP6;POSTE 225kV N0 1 BEAUCOUZE;49020;Beaucouzé;;< 5 MW;zone soutirage;;;;;
BXGENP4;POSTE 90kV N0 1 BEAUGENCY;45028;Beaugency;;< 5 MW;zone soutirage;;;;;
BXLIEP4;POSTE 90kV N0 1 BEAULIEU;17291;Puilboreau;;< 5 MW;zone soutirage;;;;;
BXLIEP6;POSTE 225kV N0 1 BEAULIEU;17291;Puilboreau;;< 5 MW;zone soutirage;;;;;
BXMETP3;POSTE 63kV N0 1 BEAUMETTES (LES);84013;Beaumettes;;< 5 MW;;;;;;
BXNE P3;POSTE 63kV N0 1 BEAUNE;21590;Savigny-lès-Beaune;;< 5 MW;zone soutirage;;;;;
BXPUYP4;POSTE 90kV N0 1 BEAUPUY;85093;Fougeré;;< 5 MW;zone soutirage;;;;;
BXRE5P3;POSTE 63kV N0 1 BEAUREGARD (THIONVILLE);57672;Thionville;;< 5 MW;zone soutirage;;;;;
BXREGP4;POSTE 90kV N0 1 BEAUREGARD (BRIVE-LA-GAILLARDE);19031;Brive-la-Gaillarde;;< 5 MW;;;;;;
BXREPP3;POSTE 63kV N0 1 BEAUREPAIRE;38034;Beaurepaire;;< 5 MW;zone soutirage;;;;;
BXSOLP3;POSTE 63kV N0 1 BEAUSOLEIL;06012;Beausoleil;;< 5 MW;zone soutirage;;;;;
BXTO5P3;POSTE 63kV N0 1 BEAUTOR (POSTE);02738;Tergnier;;< 5 MW;;;;;;
BXTO5P6;POSTE 225kV N0 1 BEAUTOR (POSTE);02738;Tergnier;;< 5 MW;;;;;;
BXVALP3;POSTE 63kV N0 1 BEAUVAL;77284;Meaux;;< 5 MW;zone soutirage;;;;;
BXVO5P4;POSTE 90kV N0 1 BEAUVOIR (BEAUVOIR-SUR-MER);85018;Beauvoir-sur-Mer;;< 5 MW;;;;;;
BZBELP4;POSTE 90kV N0 1 BOURBEL;76460;Nesle-Normandeuse;;< 5 MW;;;;;;
BZGAYP4;POSTE 90kV N0 1 BOURGAY;76245;Eslettes;;< 5 MW;;;;;;
BZGETP6;POSTE 225kV N0 1 BOURGET (LE);93013;Le Bourget;;< 5 MW;zone soutirage;;;;;
BZGUIP3;POSTE 63kV N0 1 BOURGUIGNON;25082;Bourguignon;;< 5 MW;zone soutirage;;;;;
BZGUIP6;POSTE 225kV N0 1 BOURGUIGNON;25082;Bourguignon;;< 5 MW;zone soutirage;;;;;
C.ANDP3;POSTE 63kV N0 1 COTE-ST-ANDRE (LA);38130;La Côte-Saint-André;;< 5 MW;zone soutirage;;;;;
C.BARP3;POSTE 63kV N0 1 CHAPELLE DU BARD (LA);38078;La Chapelle-du-Bard;;< 5 MW;zone soutirage;;;;;
C.BOIP3;POSTE 63kV N0 1 CLICHY-SOUS-BOIS;93014;Clichy-sous-Bois;;< 5 MW;zone soutirage;;;;;
C.CHAP3;POSTE 63kV N0 1 CHAPELLE-DU-CHATELARD(LA);01085;La Chapelle-du-Châtelard;;< 5 MW;zone soutirage;;;;;
C.CHIP3;POSTE 63kV N0 1 CHATEAU-CHINON;58062;Château-Chinon (Ville);;< 5 MW;zone soutirage;;;;;
C.DENP4;POSTE 90kV N0 1 CHAMPDENIERS-ST-DENIS;79104;Cours;;< 5 MW;;;;;;
C.FO6P3;POSTE 63kV N0 1 CAILLOUX-SUR-FONTAINES;69033;Cailloux-sur-Fontaines;;< 5 MW;zone soutirage;;;;;
C.FO6P6;POSTE 225kV N0 1 CAILLOUX-SUR-FONTAINES;69033;Cailloux-sur-Fontaines;;< 5 MW;zone soutirage;;;;;
C.FONP4;POSTE 90kV N0 1 CLAIRE-FONTAINE;72181;Le Mans;;< 5 MW;zone soutirage;;;;;
C.FONP6;POSTE 225kV N0 1 CLAIRE-FONTAINE;72181;Le Mans;;< 5 MW;zone soutirage;;;;;
C.FOUP3;POSTE 63kV N0 1 CHAMP-FOURNIER;71295;Mervans;;< 5 MW;zone soutirage;;;;;
C.GEAP3;POSTE 63kV N0 1 CHAMP-DU-GEAI;42207;Saint-Chamond;;< 5 MW;;;;;;
C.GIBP3;POSTE 63kV N0 1 CROIX GIBAT (LA);22360;Trégueux;;< 5 MW;;;;;;
C.GOMP6;POSTE 225kV N0 1 CHATEAU-GOMBERT;13055;Marseille;;< 5 MW;zone soutirage;;;;;
C.GONP4;POSTE 90kV N0 1 CHATEAU-GONTIER;53101;Fromentières;;< 5 MW;zone soutirage;;;;;
C.HERP3;POSTE 63kV N0 1 CLERMONT-L HERAULT;34079;Clermont-l'Hérault;;< 5 MW;;;;;;
C.HUIP4;POSTE 90kV N0 1 CONDE-SUR-HUISNE;61116;Sablons sur Huisne;;< 5 MW;;;;;;
C.LAFP4;POSTE 90kV N0 1 CHARLES-LAFFITTE;76351;Le Havre;;< 5 MW;;;;;;
C.LANP3;POSTE 63kV N0 1 CHAMPIGNY-LES-LANGRES;52102;Champigny-lès-Langres;;< 5 MW;;;;;;
C.LEOP3;POSTE 63kV N0 1 CROIX-LEONARD;71543;Tournus;;< 5 MW;zone soutirage;;;;;
C.LO5P4;POSTE 90kV N0 1 CHATEAU-DU-LOIR;72173;Luceau;;< 5 MW;zone soutirage;;;;;
C.LO6P3;POSTE 63kV N0 1 CHARITE-SUR-LOIRE (LA);58059;La Charité-sur-Loire;;< 5 MW;zone soutirage;;;;;
C.LOIP4;POSTE 90kV N0 1 CHATEAUNEUF-SUR-LOIRE;45082;Châteauneuf-sur-Loire;;< 5 MW;zone soutirage;;;;;
C.MERP6;POSTE 225kV N0 1 CAGNES-SUR-MER;06027;Cagnes-sur-Mer;;< 5 MW;zone soutirage;;;;;
C.METP3;POSTE 63kV N0 1 CROIX-DE-METZ;54528;Toul;;< 5 MW;;;;;;
C.METP6;POSTE 225kV N0 1 CROIX-DE-METZ;54528;Toul;;< 5 MW;;;;;;
C.NEYP3;POSTE 63kV N0 1 CROIX-DE-NEYRAT;63113;Clermont-Ferrand;;< 5 MW;zone soutirage;;;;;
C.ORBP6;POSTE 225kV N0 1 CONQUES-SUR-ORBIEL;11099;Conques-sur-Orbiel;;< 5 MW;;;;;;
C.REAP4;POSTE 90kV N0 1 CHAPELLE-REANVILLE (LA);27539;Saint-Étienne-sous-Bailleul;;< 5 MW;zone soutirage;;;;;
C.REGP3;POSTE 63kV N0 1 CHAMPS-REGNAUD;21231;Dijon;;< 5 MW;zone soutirage;;;;;
C.REGP6;POSTE 225kV N0 1 CHAMPS-REGNAUD;21231;Dijon;;< 5 MW;zone soutirage;;;;;
C.RENP4;POSTE 90kV N0 1 CHATEAU-RENAULT;37169;Neuville-sur-Brenne;;< 5 MW;zone soutirage;;;;;
C.RHOP3;POSTE 63kV N0 1 CHATEAUNEUF-DU-RHONE;26085;Châteauneuf-du-Rhône;;< 5 MW;;;;;;
C.RHOP6;POSTE 225kV N0 1 CHATEAUNEUF-DU-RHONE;26085;Châteauneuf-du-Rhône;;< 5 MW;;;;;;
C.ROIP3;POSTE 63kV N0 1 CHOISY-LE-ROI;94022;Choisy-le-Roi;;< 5 MW;zone soutirage;;;;;
C.ROUP6;POSTE 225kV N0 1 CROIX-ROUSSE;69123;Lyon;;< 5 MW;;;;;;
